STATISTICHE UFFICIALI 2014/2015,,,,,,,,,,,,,,,,,,,,
Solo su WWW.FANTAGAZZETTA.COMi voti alle prime luci dell'alba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Codice,Ruolo,Calciatore,Squadra,P,Amm,Esp,Gf,Gs,assist,As,Af,Rp,R-,R+,Aut,Gv,Media Voto,Gp,FantaMedia,FantaMedia+
834,C,BARELLA,CAGLIARI,3,1,0,0,0,0,0,0,0,0,0,0,0,6.33,0,6.17,6.17
855,C,MATTIELLO,CHIEVO,3,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0,6.33,6.33
254,C,BIGLIA,LAZIO,27,6,0,2,0,1,1,0,0,1,1,0,2,6.31,0,6.43,6.46
884,C,RODRIGUEZ C,PARMA,5,0,1,0,0,0,0,0,0,0,0,0,0,6.3,0,6.1,6.1
170,C,BERTOLACCI,GENOA,34,10,0,6,0,2,2,0,0,0,0,0,1,6.29,0,6.68,6.74
347,C,VAZQUEZ,PALERMO,37,7,0,9,0,7,7,0,0,1,1,0,2,6.28,1,6.92,7.11
848,C,MANDRAGORA,GENOA,2,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,6.25
172,C,IAGO FALQUE,GENOA,31,6,0,11,0,2,2,0,0,0,2,0,1,6.24,0,7.4,7.47
145,C,JOAQUIN,FIORENTINA,21,1,0,2,0,3,3,0,0,0,0,0,2,6.24,0,6.5,6.64
114,C,CROCE,EMPOLI,37,5,0,1,0,1,1,0,0,0,0,0,0,6.24,0,6.26,6.28
532,C,SALA,VERONA,15,2,2,2,0,1,1,0,0,0,0,0,1,6.23,0,6.43,6.5
43,C,DONSAH,CAGLIARI,16,1,0,2,0,1,1,0,0,0,0,0,1,6.22,0,6.56,6.63
263,C,PAROLO,LAZIO,34,9,1,10,0,0,0,0,0,0,0,0,2,6.22,1,6.94,6.94
391,C,KEITA S.,ROMA,24,1,1,2,0,0,0,0,0,0,0,0,0,6.21,1,6.4,6.4
143,C,FERNANDEZ M.,FIORENTINA,28,1,0,2,0,4,4,0,0,0,0,0,1,6.21,0,6.41,6.55
